,Artist,Track,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments
164,Machine Gun Kelly,forget me too (feat. Halsey),0.654,0.875,1.0,-4.845,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621.0,68116200.0,854345.0,30673.0
165,Machine Gun Kelly,bloody valentine,0.533,0.858,2.0,-4.212,0.0766,0.00021,0.0,0.148,0.506,160.057,205159.0,117833946.0,1278216.0,71379.0
166,Machine Gun Kelly,Bad Things (with Camila Cabello),0.697,0.691,2.0,-4.757,0.146,0.214,0.0,0.185,0.305,137.853,239293.0,449712619.0,3621125.0,110107.0
167,Machine Gun Kelly,make up sex (feat. blackbear),0.665,0.678,5.0,-4.122,0.0315,0.00156,0.0,0.474,0.682,131.986,122570.0,15391210.0,182210.0,7137.0
168,Machine Gun Kelly,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0.721,0.632,5.0,-6.695,0.0358,0.0693,0.0,0.291,0.296,92.057,144860.0,35856519.0,335937.0,3392.0
169,Machine Gun Kelly,ay! (feat. Lil Wayne),0.742,0.617,2.0,-6.689,0.0345,0.05,5.92e-05,0.0711,0.491,147.002,124188.0,19671018.0,273280.0,13598.0
170,Nicky Jam,X,0.594,0.749,9.0,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,172854.0,2133459242.0,9883068.0,262847.0
171,Nicky Jam,El Perdón (with Enrique Iglesias),0.628,0.69,8.0,-5.83,0.0511,0.443,0.0,0.113,0.66,179.908,205907.0,1381668642.0,4089045.0,96876.0
172,Nicky Jam,Bella y Sensual,0.635,0.713,11.0,-6.909,0.0937,0.228,0.0,0.0506,0.749,179.864,204701.0,736730327.0,2634233.0,56053.0
173,Nicky Jam,"Nicky Jam: Bzrp Music Sessions, Vol. 41",0.627,0.849,1.0,-3.167,0.153,0.0913,0.0,0.145,0.818,89.907,158087.0,592005.0,6740.0,96.0
174,Nicky Jam,Cuaderno,0.681,0.648,1.0,-5.021,0.38,0.523,0.0,0.104,0.688,172.02,286507.0,321420163.0,1811446.0,31069.0
175,Nicky Jam,En La Cama (feat. Daddy Yankee),0.855,0.912,10.0,-4.832,0.145,0.183,0.0,0.122,0.885,104.072,157023.0,115543124.0,748538.0,14194.0
176,Nicky Jam,Si Te Preguntan...,0.76,0.803,8.0,-2.867,0.0306,0.531,0.0,0.0555,0.922,136.945,223074.0,61711565.0,435031.0,5375.0
177,Nicky Jam,Hasta el Amanecer,0.832,0.608,6.0,-6.042,0.0385,0.282,0.0,0.0761,0.589,94.013,198707.0,1546036758.0,4733493.0,168819.0
178,Nicky Jam,Color Esperanza 2020,0.591,0.785,9.0,-7.768,0.161,0.161,0.0,0.126,0.785,106.002,217547.0,24706293.0,557112.0,17598.0
180,The Beatles,Here Comes The Sun - Remastered 2009,0.557,0.54,9.0,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733.0,114971785.0,1126554.0,32910.0
181,The Beatles,Let It Be - Remastered 2009,0.443,0.403,0.0,-8.339,0.0322,0.631,0.0,0.111,0.41,143.462,243027.0,131925109.0,1075941.0,15452.0
182,The Beatles,Come Together - Remastered 2009,0.533,0.376,9.0,-11.913,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947.0,31607772.0,383619.0,3211.0
184,The Beatles,Twist And Shout - Remastered 2009,0.482,0.849,2.0,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227.0,53228361.0,490790.0,4309.0
185,The Beatles,Blackbird - Remastered 2009,0.686,0.127,7.0,-14.361,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,138387.0,33852949.0,365297.0,4522.0
187,The Beatles,Hey Jude - Remastered 2015,0.386,0.607,10.0,-7.7,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653.0,56888766.0,460662.0,6569.0
188,The Beatles,I Want To Hold Your Hand - Remastered 2015,0.49,0.715,7.0,-5.549,0.0476,0.386,0.0,0.311,0.866,130.726,145747.0,28799448.0,275921.0,4031.0
189,The Beatles,Something - Remastered 2009,0.396,0.338,0.0,-10.872,0.0304,0.198,2.62e-06,0.138,0.377,133.522,182293.0,96849734.0,675186.0,26651.0
190,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",0.671,0.939,8.0,-3.206,0.161,0.191,0.0,0.298,0.53,129.024,252307.0,1007596168.0,4265538.0,162078.0
191,Pitbull,Timber (feat. Ke$ha),0.581,0.963,11.0,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992,204160.0,1405539965.0,5671596.0,158456.0
192,Pitbull,Time of Our Lives,0.721,0.802,1.0,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,229360.0,253293371.0,1423079.0,25528.0
193,Pitbull,Feel This Moment (feat. Christina Aguilera),0.673,0.758,7.0,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,229507.0,704875181.0,2999847.0,113202.0
194,Pitbull,International Love (feat. Chris Brown),0.67,0.855,0.0,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.05,227280.0,866480662.0,2961540.0,153962.0
195,Pitbull,Fireball (feat. John Ryan),0.761,0.933,10.0,-5.38,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,236200.0,307624507.0,1576522.0,30102.0
196,Pitbull,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),0.592,0.935,6.0,-4.317,0.0581,0.00879,0.0154,0.132,0.567,125.013,222520.0,894756316.0,4925915.0,267026.0
197,Pitbull,Hotel Room Service,0.85,0.631,1.0,-8.401,0.227,0.00684,0.000406,0.0679,0.738,126.002,237600.0,313590021.0,1533812.0,45324.0
198,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),0.595,0.912,10.0,-3.428,0.0884,0.0434,0.0,0.259,0.762,128.024,234453.0,300032949.0,1078390.0,36962.0
199,Pitbull,HOT,0.898,0.677,11.0,-6.422,0.243,0.0223,0.0,0.35,0.578,130.027,154493.0,52214351.0,688783.0,16459.0
200,Sean Paul,No Lie,0.742,0.882,7.0,-2.862,0.117,0.0466,0.0,0.206,0.463,102.04,221176.0,1120854023.0,7147862.0,108564.0
201,Sean Paul,Temperature,0.951,0.6,0.0,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04,218573.0,361314925.0,2124819.0,38673.0
202,Sean Paul,Go Down Deh (feat. Shaggy and Sean Paul),0.801,0.764,2.0,-5.112,0.0986,0.109,1.62e-05,0.247,0.578,89.999,154151.0,165860569.0,2514731.0,32073.0
203,Sean Paul,Get Busy,0.741,0.824,10.0,-4.143,0.0352,0.614,0.0,0.158,0.725,100.216,211666.0,208573237.0,1324227.0,20700.0
204,Sean Paul,She Doesn't Mind,0.718,0.776,7.0,-5.208,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,227787.0,505918510.0,2235710.0,59894.0
205,Sean Paul,Give It Up to Me,0.855,0.674,7.0,-4.328,0.314,0.165,0.0,0.0548,0.578,95.991,242253.0,306887054.0,1317175.0,17399.0
206,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,0.711,0.761,8.0,-3.04,0.225,0.067,0.0,0.041,0.718,95.824,243880.0,306887054.0,1317175.0,17399.0
207,Sean Paul,I'm Still in Love with You (feat. Sasha),0.765,0.666,7.0,-5.384,0.172,0.103,0.0,0.116,0.757,87.002,273360.0,314611933.0,2018040.0,29163.0
208,Sean Paul,UP,0.812,0.712,0.0,-5.993,0.0452,0.01,0.0,0.108,0.85,98.029,148944.0,81787112.0,668740.0,12932.0
209,Sean Paul,Contra La Pared,0.828,0.588,2.0,-7.14,0.118,0.0156,0.0,0.124,0.598,94.052,224681.0,256405663.0,1928933.0,20224.0
210,Elvis Presley,Can't Help Falling in Love,0.396,0.293,2.0,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307,182360.0,363854960.0,3486602.0,125337.0
211,Elvis Presley,Blue Christmas,0.465,0.27,4.0,-16.661,0.0425,0.9,0.00104,0.145,0.58,94.518,129173.0,46348788.0,209579.0,7591.0
212,Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),0.575,0.236,2.0,-16.982,0.0422,0.968,0.0178,0.105,0.829,79.576,115827.0,282465.0,4533.0,155.0
213,Elvis Presley,Suspicious Minds,0.487,0.382,7.0,-10.889,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,261280.0,7484414.0,84407.0,1872.0
214,Elvis Presley,Burning Love,0.66,0.748,2.0,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,170293.0,3649438.0,17369.0,811.0
215,Elvis Presley,Always On My Mind,0.358,0.387,7.0,-14.342,0.0324,0.746,0.0121,0.119,0.495,181.183,218440.0,12982178.0,152547.0,3757.0
216,Elvis Presley,If I Can Dream,0.325,0.715,7.0,-7.744,0.0368,0.00708,2.79e-05,0.0987,0.282,93.914,191840.0,43935538.0,374007.0,22080.0
217,Elvis Presley,Jailhouse Rock,0.623,0.537,10.0,-10.014,0.0726,0.332,1.4e-05,0.0963,0.905,166.885,146933.0,242588704.0,1868278.0,53891.0
219,Elvis Presley,(You're The) Devil in Disguise,0.481,0.733,5.0,-7.633,0.165,0.573,1.17e-05,0.108,0.874,122.903,140427.0,14332854.0,370274.0,4350.0
220,2Pac,Hit 'Em Up - Single Version,0.916,0.844,7.0,-3.967,0.236,0.0394,0.0,0.0778,0.586,95.19,312627.0,585712131.0,4363164.0,208460.0
221,2Pac,Ambitionz Az A Ridah,0.801,0.91,2.0,-6.566,0.225,0.00239,0.000891,0.0737,0.805,87.277,278387.0,89682.0,1301.0,41.0
222,2Pac,California Love - Original Version,0.763,0.85,7.0,-3.052,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284907.0,84654029.0,484619.0,12875.0
223,2Pac,All Eyez On Me (ft. Big Syke),0.872,0.723,1.0,-5.968,0.247,0.0293,0.0,0.327,0.843,93.279,307773.0,14035099.0,64269.0,1918.0
224,2Pac,Do For Love,0.874,0.63,1.0,-3.585,0.298,0.0578,0.00479,0.0582,0.717,95.0,281600.0,1276815.0,24831.0,820.0
225,2Pac,Changes,0.865,0.665,7.0,-6.289,0.073,0.0453,0.0,0.224,0.331,111.113,268827.0,306542.0,4350.0,305.0
226,2Pac,Dear Mama,0.773,0.54,6.0,-7.123,0.103,0.371,0.0,0.131,0.322,84.115,280000.0,381061439.0,3225481.0,134343.0
227,2Pac,Keep Ya Head Up,0.598,0.732,4.0,-7.013,0.425,0.144,0.0,0.508,0.595,172.329,262507.0,5434057.0,58781.0,2136.0
228,2Pac,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),0.849,0.904,8.0,-4.78,0.138,0.0248,5.11e-05,0.0545,0.854,99.258,246533.0,18949722.0,251281.0,6109.0
229,2Pac,Can't C Me,0.795,0.852,0.0,-2.238,0.178,0.0442,3.47e-06,0.39,0.673,95.44,330760.0,1002891.0,13416.0,814.0
230,Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),0.762,0.861,0.0,-3.296,0.0955,0.0185,0.0,0.264,0.955,120.048,172714.0,48725891.0,2843117.0,200546.0
231,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",0.553,0.652,0.0,-6.685,0.206,0.0897,0.0,0.111,0.551,94.505,207347.0,726601997.0,5635352.0,149004.0
232,Snoop Dogg,Drop It Like It's Hot,0.888,0.632,1.0,-3.872,0.219,0.19,0.0,0.101,0.662,91.979,266067.0,242845147.0,1854617.0,50520.0
233,Snoop Dogg,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",0.723,0.732,11.0,-5.514,0.0864,0.11,0.0,0.484,0.503,104.991,199747.0,14272788.0,175218.0,3211.0
234,Snoop Dogg,From The D 2 The LBC (with Snoop Dogg),0.718,0.768,7.0,-7.87,0.25,0.0988,0.0,0.0957,0.591,164.038,213745.0,70515275.0,2308329.0,97470.0
235,Snoop Dogg,Sweat - Remix,0.813,0.732,7.0,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,195987.0,237582702.0,1010443.0,39623.0
236,Snoop Dogg,Beautiful,0.907,0.695,11.0,-6.268,0.135,0.246,0.0,0.0808,0.961,101.007,298307.0,202432469.0,1231331.0,27893.0
237,Snoop Dogg,I Wanna Fuck You,0.861,0.48,7.0,-8.433,0.0512,0.0459,0.0,0.351,0.278,99.972,178840.0,31364.0,373.0,6.0
238,Snoop Dogg,Qué Maldición,0.755,0.531,9.0,-8.051,0.196,0.213,0.0,0.13,0.683,177.951,203360.0,84170696.0,1245805.0,51496.0
239,Snoop Dogg,Riders On The Storm - Fredwreck Remix,0.878,0.786,11.0,-5.273,0.152,0.416,3.1e-05,0.122,0.831,101.984,382240.0,30994885.0,369883.0,12192.0
240,Lil Wayne,Love Me,0.669,0.634,11.0,-6.476,0.0327,0.0125,0.0,0.0946,0.496,124.906,255053.0,475532733.0,2941752.0,113424.0
241,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.502,0.786,9.0,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,243491.0,788318126.0,6142541.0,142101.0
242,Lil Wayne,Mirror,0.328,0.622,5.0,-7.291,0.0866,0.858,0.0,0.104,0.401,74.267,228093.0,764982505.0,4833883.0,288946.0
243,Lil Wayne,Forever,0.457,0.906,5.0,-2.278,0.342,0.249,0.0,0.182,0.54,104.02,357707.0,351589402.0,2019702.0,183018.0
244,Lil Wayne,6 Foot 7 Foot,0.364,0.752,2.0,-5.429,0.304,0.0007,0.0,0.318,0.606,79.119,248587.0,180051134.0,1119672.0,88673.0
245,Lil Wayne,Lollipop,0.832,0.43,0.0,-9.39,0.0826,0.0606,0.00323,0.124,0.462,148.074,299333.0,524707468.0,2641825.0,97534.0
246,Lil Wayne,A Milli,0.663,0.688,6.0,-8.659,0.283,0.0391,0.00224,0.223,0.731,151.589,221813.0,11856519.0,192622.0,4934.0
247,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),0.443,0.623,0.0,-6.717,0.0718,0.0468,0.0,0.247,0.156,79.365,233000.0,7163.0,256.0,8.0
248,Lil Wayne,ay! (feat. Lil Wayne),0.742,0.617,2.0,-6.689,0.0345,0.05,5.92e-05,0.0711,0.491,147.002,124188.0,19671055.0,273280.0,13598.0
249,Lil Wayne,Right Above It,0.376,0.841,3.0,-4.348,0.356,0.0435,0.0,0.578,0.463,76.052,271947.0,46104250.0,370102.0,1649.0
250,Sia,Snowman,0.716,0.512,1.0,-6.257,0.0331,0.483,0.0,0.0928,0.326,104.957,165907.0,215540369.0,4266217.0,67110.0
251,Sia,Unstoppable,0.468,0.779,9.0,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,217747.0,151276432.0,1964768.0,31983.0
252,Sia,Chandelier,0.399,0.787,1.0,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120.0,2581536372.0,12476394.0,577131.0
253,Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,0.259,0.437,11.0,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000.0,1953769806.0,14149628.0,396631.0
254,Sia,Cheap Thrills,0.628,0.698,6.0,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667.0,1788225602.0,8821956.0,193866.0
255,Sia,"Genius (feat. Sia, Diplo, and Labrinth)",0.603,0.615,11.0,-4.931,0.165,0.0799,6.72e-05,0.117,0.561,158.657,213707.0,331492365.0,3990442.0,81179.0
256,Sia,Elastic Heart,0.421,0.791,9.0,-4.998,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200.0,1261263786.0,5191365.0,295936.0
257,Sia,Unstoppable - R3HAB Remix,0.678,0.744,6.0,-4.058,0.234,0.495,2.35e-05,0.0631,0.433,101.987,162353.0,1298279.0,32710.0,1226.0
258,Sia,Del Mar,0.759,0.636,6.0,-5.585,0.0369,0.0224,0.000143,0.166,0.536,109.976,214507.0,106746356.0,988318.0,29233.0
259,Sia,Santa's Coming for Us,0.547,0.814,1.0,-6.191,0.12,0.0215,0.0,0.0475,0.724,92.986,205267.0,50685969.0,494298.0,22853.0
260,Fleetwood Mac,Dreams - 2004 Remaster,0.828,0.492,0.0,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,41698012.0,476988.0,18380.0
261,Fleetwood Mac,The Chain - 2004 Remaster,0.545,0.67,9.0,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213.0,63168341.0,618971.0,1942.0
262,Fleetwood Mac,Everywhere - 2017 Remaster,0.73,0.487,4.0,-10.991,0.0303,0.258,0.01,0.0852,0.731,114.965,226653.0,53248522.0,342799.0,12135.0
263,Fleetwood Mac,Go Your Own Way - 2004 Remaster,0.583,0.947,5.0,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613.0,5109177.0,44832.0,2039.0
264,Fleetwood Mac,Landslide,0.414,0.161,7.0,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,199493.0,76081765.0,451100.0,24275.0
265,Fleetwood Mac,Don't Stop - 2004 Remaster,0.671,0.71,9.0,-7.724,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,193347.0,5410145.0,42737.0,1411.0
266,Fleetwood Mac,Little Lies - 2017 Remaster,0.64,0.649,2.0,-10.345,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221053.0,49292398.0,385402.0,15325.0
267,Fleetwood Mac,Rhiannon,0.723,0.49,9.0,-14.745,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773.0,8490005.0,61004.0,3698.0
268,Fleetwood Mac,Gypsy,0.622,0.54,5.0,-13.99,0.0261,0.017,0.00771,0.265,0.847,130.879,264907.0,81512369.0,436530.0,17764.0
269,Fleetwood Mac,Never Going Back Again - 2004 Remaster,0.654,0.336,6.0,-12.825,0.0379,0.858,0.385,0.0786,0.947,176.083,134400.0,2246595.0,23628.0,43.0
270,ABBA,Dancing Queen,0.543,0.87,9.0,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,230400.0,679721429.0,3253260.0,125468.0
271,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),0.749,0.491,10.0,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,292613.0,361288115.0,3156029.0,67741.0
272,ABBA,Mamma Mia,0.749,0.748,2.0,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,213267.0,272724820.0,1324658.0,38708.0
273,ABBA,Angeleyes,0.719,0.922,11.0,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,260893.0,7540645.0,51162.0,2172.0
274,ABBA,The Winner Takes It All,0.454,0.788,6.0,-6.748,0.0371,0.574,0.000766,0.0859,0.52,126.15,294720.0,115380254.0,512491.0,22130.0
275,ABBA,Take A Chance On Me,0.684,0.675,11.0,-8.123,0.0257,0.163,0.0,0.242,0.924,107.064,243933.0,142034489.0,512716.0,25315.0
276,ABBA,Lay All Your Love On Me,0.678,0.727,2.0,-7.844,0.0258,0.117,0.00396,0.354,0.71,133.481,274467.0,2968673.0,39389.0,798.0
277,ABBA,Waterloo,0.445,0.949,2.0,-4.682,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,168960.0,77339439.0,368779.0,14431.0
278,ABBA,Chiquitita,0.5,0.554,9.0,-8.108,0.0354,0.734,3.72e-06,0.312,0.372,84.229,326320.0,219881780.0,1203620.0,48127.0
279,ABBA,Super Trouper,0.764,0.626,0.0,-8.274,0.0288,0.457,6.35e-06,0.201,0.961,118.34,252853.0,90572907.0,375323.0,15600.0
281,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,0.262,0.137,8.0,-15.235,0.0344,0.913,6.74e-06,0.267,0.288,92.183,206600.0,6422826.0,94812.0,3321.0
283,Frank Sinatra,My Way,0.401,0.381,2.0,-7.458,0.0274,0.7,0.0,0.122,0.229,75.454,276800.0,40356494.0,323576.0,12901.0
287,Frank Sinatra,Strangers In The Night,0.259,0.473,5.0,-8.275,0.0295,0.592,0.0,0.201,0.539,90.348,157867.0,14266051.0,131664.0,3857.0
289,Frank Sinatra,Silent Night - 1999 Remaster,0.252,0.118,8.0,-17.62,0.0328,0.945,6.2e-05,0.117,0.14,87.575,146293.0,43026.0,932.0,27.0
290,Tiësto,10:35,0.696,0.793,8.0,-5.733,0.097,0.0683,3.78e-06,0.18,0.698,120.003,172253.0,12850997.0,137385.0,2405.0
291,Tiësto,The Motto,0.754,0.763,7.0,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819.0,124255684.0,980422.0,16264.0
292,Tiësto,Don't Be Shy,0.77,0.787,11.0,-3.748,0.0583,0.198,0.0,0.262,0.513,119.986,140500.0,329901294.0,2401650.0,39197.0
293,Tiësto,Lay Low,0.534,0.855,1.0,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,153443.0,2192535.0,28849.0,602.0
294,Tiësto,The Business,0.798,0.62,8.0,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164000.0,236818708.0,1836947.0,26791.0
295,Tiësto,Hot In It,0.748,0.841,7.0,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,129817.0,5891427.0,96134.0,2236.0
296,Tiësto,Pump It Louder,0.66,0.942,4.0,-2.273,0.185,0.00789,1.76e-05,0.834,0.543,126.017,158571.0,2099152.0,61252.0,1238.0
297,Tiësto,Another Love - Tiësto Remix,0.79,0.764,4.0,-4.685,0.0737,0.0836,0.0871,0.132,0.473,123.046,185366.0,2182357.0,31412.0,416.0
298,Tiësto,Baila Conmigo,0.652,0.855,7.0,-6.411,0.0775,0.00658,0.409,0.341,0.0834,127.964,146250.0,2087256.0,32315.0,693.0
299,Tiësto,Jackie Chan,0.747,0.833,3.0,-2.867,0.045,0.374,0.0,0.0586,0.687,128.008,215760.0,52275235.0,520812.0,11774.0
300,Elton John,Cold Heart - PNAU Remix,0.795,0.8,1.0,-6.32,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735.0,396909270.0,2532714.0,46017.0
301,Elton John,I'm Still Standing,0.504,0.904,6.0,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,183440.0,170453554.0,1658219.0,37642.0
302,Elton John,Hold Me Closer,0.658,0.783,0.0,-4.615,0.113,0.0798,0.00018,0.187,0.491,126.027,202246.0,15181510.0,165237.0,6585.0
303,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.601,0.532,10.0,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613.0,129299713.0,960562.0,25910.0
304,Elton John,Your Song,0.554,0.315,3.0,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787.0,1591571.0,22237.0,1137.0
305,Elton John,Don't Go Breaking My Heart,0.729,0.844,5.0,-8.824,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440.0,87086359.0,638960.0,15221.0
306,Elton John,Tiny Dancer,0.414,0.428,0.0,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,377093.0,155579484.0,650110.0,18268.0
307,Elton John,Step Into Christmas,0.526,0.925,2.0,-5.584,0.0363,0.102,8.9e-06,0.305,0.819,140.308,272394.0,19096844.0,47486.0,2114.0
308,Elton John,Goodbye Yellow Brick Road - Remastered 2014,0.559,0.473,5.0,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,192827.0,17035966.0,209965.0,571.0
309,Elton John,Merry Christmas,0.594,0.935,0.0,-2.018,0.0357,0.243,2.36e-06,0.102,0.602,113.99,208547.0,57457813.0,809894.0,26363.0
310,JAY-Z,Ni**as In Paris,0.789,0.858,1.0,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333.0,374189685.0,2521768.0,103200.0
311,JAY-Z,Empire State Of Mind,0.491,0.956,11.0,-1.538,0.392,0.0295,0.0,0.46,0.811,173.585,276920.0,95231588.0,833985.0,11631.0
312,JAY-Z,Numb / Encore,0.687,0.793,2.0,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045,205733.0,47752493.0,219401.0,4024.0
313,JAY-Z,Run This Town,0.632,0.924,1.0,-1.802,0.29,0.281,0.0,0.263,0.441,86.844,267520.0,17001975.0,138161.0,5585.0
314,JAY-Z,No Church In The Wild,0.654,0.75,8.0,-7.509,0.105,0.246,0.0178,0.167,0.557,92.78,272507.0,106953199.0,826069.0,53502.0
315,JAY-Z,4:44,0.261,0.852,9.0,-4.965,0.158,0.139,4.26e-05,0.477,0.431,177.997,284493.0,25189646.0,272421.0,11734.0
316,JAY-Z,03' Bonnie & Clyde,0.759,0.678,9.0,-5.148,0.314,0.23,0.0,0.15,0.327,89.64,205560.0,22824654.0,278099.0,5625.0
317,JAY-Z,Otis,0.754,0.631,7.0,-4.751,0.307,0.552,0.0,0.5,0.432,94.577,178213.0,224971063.0,1192658.0,94999.0
318,JAY-Z,Gotta Have It,0.74,0.574,4.0,-6.938,0.245,0.411,0.0,0.262,0.33,149.762,140747.0,681129.0,6477.0,291.0
319,JAY-Z,Love All (with JAY-Z),0.73,0.576,2.0,-5.442,0.287,0.354,3.59e-05,0.15,0.155,92.131,228461.0,7101653.0,51843.0,1182.0
320,21 Savage,Creepin' (with The Weeknd & 21 Savage),0.715,0.62,1.0,-6.005,0.0484,0.417,0.0,0.0822,0.172,97.95,221520.0,17011354.0,325993.0,5530.0
321,21 Savage,Rich Flex,0.561,0.52,11.0,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360.0,3926832.0,54749.0,2569.0
322,21 Savage,Jimmy Cooks (feat. 21 Savage),0.529,0.673,0.0,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365.0,12454143.0,461647.0,14487.0
323,21 Savage,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],0.671,0.658,2.0,-5.567,0.309,0.189,8.66e-05,0.147,0.257,87.933,207307.0,5384334.0,96598.0,1286.0
324,21 Savage,Pussy & Millions (feat. Travis Scott),0.749,0.63,4.0,-6.652,0.116,0.0623,0.0,0.353,0.445,122.03,242027.0,24885008.0,487517.0,9641.0
325,21 Savage,Glock In My Lap,0.847,0.733,10.0,-6.439,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591.0,24885008.0,487517.0,9641.0
328,21 Savage,Spin Bout U,0.773,0.701,7.0,-6.386,0.0512,0.01,0.0,0.163,0.203,129.963,214589.0,1111996.0,8576.0,154.0
329,21 Savage,Knife Talk (with 21 Savage ft. Project Pat),0.849,0.424,5.0,-9.579,0.324,0.0635,0.0,0.0834,0.153,145.887,242966.0,74244853.0,796542.0,26241.0
330,Kanye West,Bound 2,0.367,0.665,1.0,-2.821,0.0465,0.145,0.0,0.113,0.31,148.913,229147.0,105206228.0,1105989.0,129255.0
331,Kanye West,Heartless,0.79,0.647,10.0,-5.983,0.136,0.0515,0.0,0.248,0.654,87.999,211000.0,200458945.0,1310078.0,63150.0
332,Kanye West,Flashing Lights,0.639,0.628,6.0,-7.578,0.0399,0.0381,0.0,0.386,0.43,90.482,237507.0,123256878.0,959510.0,35828.0
333,Kanye West,Ni**as In Paris,0.789,0.858,1.0,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333.0,374189685.0,2521768.0,103200.0
334,Kanye West,Father Stretch My Hands Pt. 1,0.724,0.573,7.0,-4.113,0.0549,0.118,0.0,0.538,0.438,113.088,135920.0,47207589.0,587832.0,6406.0
335,Kanye West,Stronger,0.617,0.717,10.0,-7.858,0.153,0.00564,0.0,0.408,0.49,103.992,311867.0,432609094.0,2878369.0,156021.0
336,Kanye West,I Wonder,0.542,0.466,0.0,-8.665,0.0831,0.141,0.000445,0.125,0.124,191.385,243440.0,13652003.0,161439.0,692.0
